Filename	Duration (seconds)
host_filter-1854588_10.out	5466
host_filter-1854588_1.out	5855
host_filter-1854588_2.out	5730
host_filter-1854588_3.out	6040
host_filter-1854588_4.out	5102
host_filter-1854588_5.out	5224
host_filter-1854588_6.out	5189
host_filter-1854588_7.out	5509
host_filter-1854588_8.out	5112
host_filter-1854588_9.out	5158
Average	5438
