Filename	Duration (seconds)
host_filter-1854498_10.out	779
host_filter-1854498_1.out	776
host_filter-1854498_2.out	784
host_filter-1854498_3.out	779
host_filter-1854498_4.out	782
host_filter-1854498_5.out	777
host_filter-1854498_6.out	784
host_filter-1854498_7.out	776
host_filter-1854498_8.out	776
host_filter-1854498_9.out	779
Average	779
