Filename	Duration (seconds)
host_filter-1854926_10.out	6205
host_filter-1854926_1.out	3498
host_filter-1854926_2.out	6529
host_filter-1854926_3.out	6516
host_filter-1854926_4.out	6438
host_filter-1854926_5.out	6390
host_filter-1854926_6.out	6269
host_filter-1854926_7.out	6211
host_filter-1854926_8.out	6211
host_filter-1854926_9.out	6216
Average	6048
