Filename	Duration (seconds)
host_filter-1854548_10.out	1771
host_filter-1854548_1.out	1069
host_filter-1854548_2.out	1769
host_filter-1854548_3.out	1769
host_filter-1854548_4.out	1790
host_filter-1854548_5.out	1789
host_filter-1854548_6.out	1790
host_filter-1854548_7.out	1790
host_filter-1854548_8.out	1827
host_filter-1854548_9.out	1811
Average	1717
