Filename	Duration (seconds)
host_filter-1855414_10.out	1138
host_filter-1855414_1.out	1104
host_filter-1855414_2.out	1205
host_filter-1855414_3.out	1205
host_filter-1855414_4.out	1223
host_filter-1855414_5.out	1148
host_filter-1855414_6.out	1178
host_filter-1855414_7.out	1148
host_filter-1855414_8.out	1131
host_filter-1855414_9.out	1117
Average	1159
