Filename	Duration (seconds)
host_filter-1854568_10.out	4481
host_filter-1854568_1.out	4580
host_filter-1854568_2.out	4400
host_filter-1854568_3.out	4618
host_filter-1854568_4.out	4471
host_filter-1854568_5.out	4562
host_filter-1854568_6.out	4989
host_filter-1854568_7.out	4710
host_filter-1854568_8.out	4710
host_filter-1854568_9.out	4727
Average	4624
